,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,7,1,13,3,14,5
1,1,2,6,13,5,12,15,0
2,2,8,7,1,11,16,6,5
3,3,19,9,3,8,20,1,7
4,4,14,6,4,12,13,20,2
5,5,15,0,4,14,7,6,13
6,6,16,0,2,8,13,12,10
7,7,15,4,12,2,13,6,10
8,8,1,10,16,13,14,15,12
9,9,1,9,2,19,16,6,17
10,10,16,5,3,9,18,19,6
11,11,20,7,19,0,3,13,11
12,12,13,11,6,0,1,5,10
13,13,7,18,5,13,14,0,20
14,14,11,7,12,3,4,18,5
15,15,2,14,7,16,6,20,0
16,16,6,16,8,5,20,2,12
17,17,4,11,20,6,10,14,9
18,18,8,4,7,16,10,6,1
19,19,19,18,13,16,15,7,14
20,20,17,18,13,6,19,4,15
21,21,0,17,18,20,16,12,10
22,22,17,18,7,1,13,19,12
23,23,5,6,1,19,8,7,3
24,24,0,14,10,11,1,3,19
25,25,5,6,0,15,10,17,1
26,26,6,17,1,10,5,13,12
27,27,6,19,14,20,10,13,18
28,28,12,5,19,18,8,20,3
29,29,8,19,11,16,15,7,12
30,30,9,0,3,11,14,1,13
31,31,11,5,8,19,20,12,6
32,32,8,9,20,19,14,5,2
33,33,15,13,1,6,3,9,19
34,34,13,20,6,9,2,7,1
35,35,4,14,10,17,0,7,13
36,36,4,5,0,13,12,10,19
37,37,20,5,4,0,6,16,18
38,38,7,5,17,2,18,9,19
39,39,14,17,4,10,0,18,11
40,40,0,13,14,6,5,10,4
41,41,18,9,20,15,0,2,8
42,42,17,4,10,5,14,6,7
43,43,12,2,11,15,16,8,1
44,44,11,14,1,6,9,2,0
45,45,12,3,6,4,13,7,9
46,46,16,8,5,0,2,10,14
47,47,1,20,18,0,8,2,16
48,48,14,18,9,7,4,3,6
