,round,tube0,tube1,tube2
0,0,4,2,9
1,1,4,2,5
2,2,7,4,3
3,3,8,3,9
4,4,2,3,0
5,5,8,6,5
6,6,9,4,2
7,7,9,0,5
8,8,1,5,3
9,9,1,7,5
10,10,0,3,5
11,11,9,6,8
12,12,4,1,0
13,13,6,0,3
14,14,2,0,8
15,15,1,6,4
16,16,6,2,7
17,17,0,2,6
18,18,7,1,3
19,19,5,8,7
20,20,0,3,6
21,21,9,3,5
22,22,8,6,9
23,23,9,3,6
