,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,16,15,17,4,0,14
1,1,8,7,3,1,15,17,16
2,2,20,4,16,1,11,2,7
3,3,6,7,1,8,2,11,0
4,4,19,9,10,1,0,3,18
5,5,8,14,9,6,3,20,2
6,6,2,9,18,16,1,5,4
7,7,9,0,13,5,4,19,18
8,8,0,13,7,2,11,18,9
9,9,1,14,17,3,2,18,12
10,10,15,19,20,0,6,2,17
11,11,20,13,19,16,9,8,12
12,12,13,17,18,5,6,0,10
13,13,2,12,4,15,6,20,13
14,14,2,4,19,9,8,10,16
15,15,10,9,17,15,3,7,11
16,16,17,16,11,20,13,15,6
17,17,17,14,9,7,15,16,6
18,18,3,18,19,12,14,16,9
19,19,19,14,17,5,15,20,18
20,20,19,13,18,4,14,8,15
21,21,13,7,1,18,16,17,12
22,22,16,18,12,15,7,11,10
23,23,1,19,10,7,20,5,0
24,24,12,4,15,20,7,6,1
25,25,20,6,15,4,19,1,13
26,26,6,16,15,8,7,2,18
27,27,14,5,8,19,4,12,16
28,28,13,7,11,19,18,9,8
29,29,9,11,17,7,1,16,6
30,30,14,10,5,4,7,15,3
31,31,15,8,9,1,18,19,10
32,32,16,3,11,18,12,4,20
33,33,6,3,8,14,18,17,16
34,34,9,15,12,3,16,5,0
35,35,13,14,15,16,3,11,1
36,36,3,10,19,17,1,8,0
37,37,10,19,20,18,7,16,12
38,38,2,9,11,12,5,1,0
39,39,3,5,15,12,14,11,6
40,40,15,0,5,6,4,1,16
41,41,11,19,20,7,1,17,4
42,42,16,3,19,2,4,14,0
43,43,9,14,2,12,18,8,3
44,44,10,6,5,16,4,3,11
45,45,15,12,13,1,14,20,7
46,46,6,9,19,5,2,13,18
47,47,17,13,10,7,4,15,12
48,48,9,11,3,20,8,0,4
