,round,tube,tox,amount
0,0,0,0,700
1,0,0,1,700
2,0,0,2,0
3,0.0,0.0,3.0,506.80912835165833
4,0,0,4,700
5,0.0,0.0,5.0,360.30846663681484
6,0.0,0.0,6.0,275.34790048600615
7,0.0,0.0,7.0,197.65698112010395
8,0.0,0.0,8.0,439.83235037653924
9,0,0,9,700
10,0,1,0,700
11,0,1,1,700
12,0,1,2,0
13,0.0,1.0,3.0,513.339237440609
14,0,1,4,700
15,0.0,1.0,5.0,376.3858891685043
16,0.0,1.0,6.0,289.9731108764071
17,0.0,1.0,7.0,212.6026736325398
18,0.0,1.0,8.0,438.55454933905924
19,0,1,9,700
20,0,2,0,700
21,0,2,1,700
22,0,2,2,0
23,0.0,2.0,3.0,491.60506941946636
24,0,2,4,700
25,0.0,2.0,5.0,360.0164470219974
26,0.0,2.0,6.0,270.7592028684122
27,0.0,2.0,7.0,189.83590480561412
28,0.0,2.0,8.0,443.2154906868185
29,0,2,9,700
