,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,11,1,13,16,7,14
1,1,19,12,11,3,13,5,10
2,2,1,13,14,15,4,10,20
3,3,15,4,3,16,0,19,10
4,4,14,1,17,9,7,18,13
5,5,5,1,18,15,17,4,16
6,6,6,0,10,19,14,4,17
7,7,15,9,2,20,0,12,19
8,8,7,16,6,5,11,1,14
9,9,9,20,11,12,1,19,13
10,10,4,17,11,20,8,10,15
11,11,10,9,16,0,20,11,3
12,12,20,1,15,7,4,19,18
13,13,3,10,12,17,15,0,11
14,14,10,0,14,9,20,5,16
15,15,13,0,15,10,20,9,1
16,16,3,19,2,8,15,12,1
17,17,4,20,16,0,9,3,13
18,18,8,20,13,3,0,6,12
19,19,0,16,6,4,7,17,13
20,20,4,19,0,20,12,14,11
21,21,5,1,17,13,7,2,3
22,22,5,16,9,2,7,0,4
23,23,6,3,19,10,0,13,14
24,24,7,9,2,6,18,5,0
25,25,7,15,5,13,4,16,2
26,26,6,8,3,2,19,5,17
27,27,12,10,18,20,17,9,16
28,28,15,2,20,4,3,14,18
29,29,19,14,6,11,0,8,4
30,30,2,1,17,11,8,5,10
31,31,17,18,12,2,14,8,10
32,32,17,4,12,16,13,0,5
33,33,17,6,15,1,19,2,9
34,34,11,0,12,16,13,8,1
35,35,14,18,10,3,16,20,2
36,36,18,6,9,15,7,5,2
37,37,9,5,2,6,11,8,15
38,38,15,6,10,5,16,14,1
39,39,20,15,17,19,18,9,16
40,40,18,19,15,17,7,10,20
41,41,14,7,18,6,1,19,16
42,42,8,6,9,4,12,17,19
43,43,20,12,3,19,1,13,8
44,44,3,18,1,13,2,10,6
45,45,6,4,10,8,15,1,20
46,46,19,6,7,4,5,17,3
47,47,6,0,3,5,9,20,4
48,48,9,11,7,20,0,17,19
