,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,0,4,20,1,8,11
1,1,7,13,6,18,16,8,14
2,2,14,17,15,2,6,16,4
3,3,18,19,4,8,5,7,15
4,4,0,7,15,5,8,13,1
5,5,8,4,3,7,15,17,11
6,6,7,15,2,4,1,0,5
7,7,20,15,3,8,9,0,4
8,8,2,4,9,0,19,10,5
9,9,14,9,0,20,2,7,1
10,10,1,15,18,8,12,13,20
11,11,19,5,20,0,3,10,6
12,12,5,18,7,10,19,20,13
13,13,15,5,11,12,2,6,8
14,14,15,16,1,8,10,13,9
15,15,14,8,1,3,2,12,19
16,16,8,19,18,9,20,14,0
17,17,4,6,13,11,10,0,9
18,18,7,12,14,2,4,9,10
19,19,13,7,2,1,0,9,6
20,20,0,12,2,4,11,8,1
21,21,13,11,16,9,6,1,14
22,22,5,9,15,0,8,3,1
23,23,7,9,0,3,6,8,17
24,24,5,15,18,8,19,14,20
25,25,6,10,3,13,9,1,11
26,26,17,16,2,6,5,15,1
27,27,0,15,10,9,5,19,7
28,28,1,7,9,19,4,18,3
29,29,15,1,11,0,16,17,2
30,30,20,4,2,8,11,9,19
31,31,6,12,1,7,5,2,3
32,32,10,8,5,7,18,2,20
33,33,12,0,17,1,9,16,2
34,34,9,7,1,18,17,16,6
35,35,7,17,11,0,15,10,19
36,36,10,19,4,12,17,14,3
37,37,2,19,3,18,17,8,0
38,38,15,19,17,6,0,9,12
39,39,2,11,18,16,7,6,19
40,40,20,3,4,10,2,15,0
41,41,1,11,5,19,16,3,7
42,42,8,13,14,11,9,15,3
43,43,2,18,7,0,10,3,1
44,44,14,19,5,2,20,8,12
45,45,3,16,18,10,9,17,1
46,46,0,8,14,15,12,19,5
47,47,3,2,18,5,6,10,15
48,48,9,3,12,10,13,8,5
