,round,tube0,tube1,tube2
0,0,6,7,5
1,1,6,1,3
2,2,3,5,8
3,3,4,6,1
4,4,5,0,1
5,5,4,9,1
6,6,8,4,1
7,7,9,0,7
8,8,2,5,0
9,9,4,1,8
10,10,5,4,1
11,11,0,4,9
12,12,1,3,0
13,13,9,3,8
14,14,7,5,1
15,15,1,8,2
16,16,5,8,6
17,17,5,3,7
18,18,8,6,9
19,19,5,4,0
20,20,1,5,6
21,21,5,0,3
22,22,1,3,5
23,23,3,1,0
