,round,tube0,tube1,tube2
0,0,9,7,2
1,1,9,5,3
2,2,5,8,9
3,3,0,5,9
4,4,6,8,9
5,5,5,3,6
6,6,9,4,0
7,7,6,4,3
8,8,4,3,8
9,9,6,0,2
10,10,2,3,4
11,11,1,5,2
12,12,4,9,3
13,13,4,3,1
14,14,3,1,7
15,15,4,2,5
16,16,3,8,0
17,17,2,0,3
18,18,8,2,1
19,19,0,1,6
20,20,0,5,6
21,21,0,6,2
22,22,4,5,8
23,23,1,8,4
