,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,4,10,19,15,16,20,14
1,1,8,6,18,20,10,2,17
2,2,18,4,5,6,11,12,17
3,3,12,1,2,8,13,11,4
4,4,3,6,13,14,20,4,15
5,5,9,3,5,7,0,15,12
6,6,2,4,15,6,13,18,5
7,7,0,1,10,6,11,7,3
8,8,6,11,8,5,2,4,1
9,9,20,12,4,19,15,10,2
10,10,6,14,0,9,10,16,12
11,11,8,19,13,1,17,18,7
12,12,15,12,6,16,18,8,1
13,13,12,15,7,19,5,4,8
14,14,4,18,17,11,13,9,16
15,15,16,1,10,3,20,15,18
16,16,12,0,4,11,10,17,5
17,17,4,17,5,13,8,0,12
18,18,16,5,1,14,18,19,2
19,19,1,14,6,5,0,9,16
20,20,0,8,3,12,16,11,15
21,21,1,8,3,12,0,11,15
22,22,7,15,20,14,12,6,9
23,23,7,5,6,2,12,0,13
24,24,15,2,9,14,20,18,6
25,25,11,6,5,8,20,19,12
26,26,8,12,7,10,17,2,5
27,27,8,14,13,9,1,20,15
28,28,6,16,13,18,20,2,17
29,29,5,19,7,2,12,8,16
30,30,12,4,6,15,8,9,19
31,31,8,10,14,13,15,19,9
32,32,15,19,11,5,14,18,13
33,33,2,20,4,10,7,8,5
34,34,0,1,11,12,2,18,13
35,35,4,18,13,6,3,19,1
36,36,5,10,7,4,12,6,13
37,37,14,13,8,1,9,12,0
38,38,7,4,15,12,9,16,0
39,39,20,7,0,11,6,16,3
40,40,7,18,4,13,6,15,2
41,41,15,1,2,19,11,14,3
42,42,15,2,1,12,19,20,16
43,43,16,18,11,9,14,1,4
44,44,6,14,1,4,16,12,3
45,45,8,1,13,2,12,14,5
46,46,8,4,20,11,15,14,17
47,47,18,20,17,15,8,7,6
48,48,8,20,2,9,0,12,7
