,round,tube0,tube1,tube2
0,0,0,3,2
1,1,1,3,5
2,2,1,2,7
3,3,5,8,7
4,4,7,3,1
5,5,3,2,8
6,6,3,1,9
7,7,0,8,6
8,8,2,9,6
9,9,7,4,9
10,10,5,2,3
11,11,9,2,0
12,12,6,2,0
13,13,6,2,7
14,14,3,0,4
15,15,8,2,3
16,16,6,2,8
17,17,8,9,3
18,18,7,6,2
19,19,1,9,4
20,20,4,5,8
21,21,6,4,7
22,22,1,6,9
23,23,0,3,5
