,round,tube0,tube1,tube2
0,0,6,4,9
1,1,8,0,1
2,2,7,5,3
3,3,9,2,0
4,4,3,4,2
5,5,1,8,5
6,6,8,0,6
7,7,6,7,0
8,8,0,7,1
9,9,2,9,6
10,10,2,8,4
11,11,9,2,7
12,12,6,0,9
13,13,1,0,3
14,14,2,5,0
15,15,3,2,0
16,16,9,7,8
17,17,7,5,0
18,18,0,6,7
19,19,9,8,6
20,20,3,9,1
21,21,4,8,9
22,22,9,4,8
23,23,2,9,1
