,round,tube0,tube1,tube2
0,0,7,8,2
1,1,7,9,6
2,2,1,5,9
3,3,5,4,7
4,4,5,2,8
5,5,1,8,9
6,6,3,6,9
7,7,0,3,1
8,8,9,6,7
9,9,1,7,6
10,10,9,7,6
11,11,4,5,8
12,12,6,8,3
13,13,5,2,9
14,14,0,5,3
15,15,8,5,3
16,16,0,1,7
17,17,9,8,1
18,18,2,6,5
19,19,4,9,3
20,20,4,7,2
21,21,2,9,4
22,22,6,8,5
23,23,5,8,9
