,round,tube0,tube1,tube2
0,0,0,3,7
1,1,4,3,2
2,2,2,0,9
3,3,5,3,1
4,4,3,9,5
5,5,1,5,9
6,6,2,4,7
7,7,9,1,7
8,8,6,9,2
9,9,8,2,9
10,10,1,7,8
11,11,9,3,7
12,12,4,7,9
13,13,3,8,6
14,14,6,9,3
15,15,8,1,0
16,16,9,5,7
17,17,8,2,4
18,18,1,0,2
19,19,1,6,9
20,20,6,2,3
21,21,0,8,2
22,22,2,3,8
23,23,4,3,1
