,round,tube0,tube1,tube2
0,0,0,5,7
1,1,9,7,6
2,2,6,5,7
3,3,5,8,0
4,4,8,3,4
5,5,9,2,8
6,6,7,8,3
7,7,8,7,1
8,8,8,4,7
9,9,2,7,0
10,10,7,2,5
11,11,1,5,7
12,12,0,2,3
13,13,8,5,9
14,14,6,7,2
15,15,7,2,4
16,16,7,3,4
17,17,0,9,6
18,18,5,9,3
19,19,4,7,2
20,20,0,4,2
21,21,0,1,9
22,22,6,3,5
23,23,7,9,0
