,round,tube0,tube1,tube2
0,0,3,9,5
1,1,3,4,7
2,2,1,9,6
3,3,4,1,2
4,4,2,9,0
5,5,2,0,4
6,6,1,0,8
7,7,5,6,3
8,8,2,7,3
9,9,5,8,3
10,10,0,5,7
11,11,7,3,4
12,12,8,0,3
13,13,4,8,1
14,14,7,2,3
15,15,8,5,1
16,16,9,6,8
17,17,0,6,1
18,18,6,8,3
19,19,8,9,0
20,20,1,0,5
21,21,5,2,8
22,22,7,3,0
23,23,4,2,3
