,round,tube0,tube1,tube2
0,0,1,6,2
1,1,7,3,1
2,2,2,9,0
3,3,0,4,2
4,4,4,3,9
5,5,6,8,0
6,6,7,1,6
7,7,0,2,4
8,8,4,0,7
9,9,7,4,8
10,10,7,2,9
11,11,4,6,2
12,12,7,4,2
13,13,5,0,8
14,14,5,0,1
15,15,4,7,0
16,16,1,9,5
17,17,3,5,0
18,18,7,6,1
19,19,3,0,9
20,20,4,1,9
21,21,8,3,2
22,22,3,5,1
23,23,4,3,6
