,round,tube,sp,st,final_pop
0,0,0,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.04254335472661557, 0.0, 0.0, 0.0, 0.09965925051150999)",1
1,0,0,1,"(0.0, 0.0, 0.17479089697107847, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.09965925051150999)",1
2,0,0,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.08460607729495297, 0.0, 0.0, 0.0, 0.08832778904516045)",12
3,0,0,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.13025577217915885, 0.0, 0.0, 0.0, 0.09965925051150999)",2
4,0,0,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.14835817940773502, 0.0, 0.0, 0.0, 0.09965925051150999)",1
5,0,0,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.06514120187183019)",1
6,0,0,1,"(0.0, 0.0, 0.0962952332573666, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.09965925051150999)",3
7,0,0,1,"(0.0, 0.0, 0.17243897330879854, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.09965925051150999)",1
8,0,0,1,"(0.0, 0.0, 0.06745201237341467, 0.0, 0.0, 0.04779836153827293, 0.0, 0.0, 0.0, 0.09965925051150999)",1
9,0,0,1,"(0.0, 0.0, 0.10909616143901162, 0.0, 0.0, 0.04559773783070212, 0.0, 0.0, 0.0, 0.09965925051150999)",2
10,0,0,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.09965925051150999)",725
11,0,0,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.157213629824469)",3
12,0,0,1,"(0.0, 0.0, 0.15962019490339302, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.08696440381978808)",1
13,0,0,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.07598599843087235, 0.0, 0.0, 0.0, 0.09965925051150999)",1
14,0,0,4,"(0.18133528319020414, 0.03459178595702372, 0.27515118758613866, 0.2245834099047765, 0.008517090718657762, 0.0, 0.0, 0.0, 0.0, 0.17724391245611096)",34
15,0,0,5,"(0.13228796752154168, 0.07907080207865028, 0.0534257482445832, 0.17977192363034628, 0.0, 0.0, 0.15570506977525858, 0.0, 0.0, 0.1654301297616405)",17
16,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.3818677736561376, 0.16154918232038468, 0.0, 0.0, 0.2477574097883513, 0.0)",7
17,0,0,12,"(0.05589117275961022, 0.0, 0.0, 0.38606904502592293, 0.0, 0.21562137735691253, 0.2516707664860597, 0.0, 0.0, 0.0)",7
18,0,1,5,"(0.13670444550181235, 0.17235585979075912, 0.0534257482445832, 0.17977192363034628, 0.0, 0.0, 0.1491601566056963, 0.0, 0.0, 0.13522860756429242)",1
19,0,1,5,"(0.13228796752154168, 0.07907080207865028, 0.0534257482445832, 0.17977192363034628, 0.0, 0.0, 0.15570506977525858, 0.0, 0.0, 0.1654301297616405)",29
20,0,2,1,"(0.0, 0.0, 0.10922905711608999, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.09965925051150999)",395
21,0,2,1,"(0.0, 0.0, 0.1357791894400303, 0.0, 0.0, 0.07577624578880941, 0.0, 0.0, 0.0, 0.09965925051150999)",36
22,0,2,2,"(0.0, 0.15023190704395425, 0.0, 0.4040474799620638, 0.0, 0.0, 0.2640465549621217, 0.0, 0.0, 0.0)",2
23,0,2,3,"(0.10658025739662867, 0.13631318100447085, 0.10626440874649026, 0.17986179034481845, 0.0, 0.13886227364948178, 0.0, 0.24212485066826203, 0.0, 0.0)",2
24,0,2,4,"(0.18133528319020414, 0.03459178595702372, 0.27515118758613866, 0.2245834099047765, 0.008517090718657762, 0.0, 0.0, 0.0, 0.0, 0.17724391245611096)",11
25,0,2,5,"(0.13228796752154168, 0.07907080207865028, 0.0534257482445832, 0.17977192363034628, 0.0, 0.0, 0.15570506977525858, 0.0, 0.0, 0.1654301297616405)",10
