,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,7,17,5,11,1,13,8
1,1,16,20,11,12,13,4,5
2,2,8,14,2,20,11,7,16
3,3,3,19,15,7,4,20,11
4,4,15,2,1,16,12,11,6
5,5,15,16,7,3,9,14,11
6,6,3,13,11,18,7,12,15
7,7,17,18,15,12,2,6,14
8,8,17,18,10,12,11,4,13
9,9,8,3,19,5,2,14,12
10,10,13,18,1,7,6,12,19
11,11,9,17,7,3,18,19,14
12,12,11,8,17,16,3,2,15
13,13,13,12,9,4,14,0,20
14,14,6,1,8,2,18,10,4
15,15,7,15,1,11,0,10,14
16,16,11,15,20,6,9,1,12
17,17,13,1,3,20,4,18,17
18,18,15,6,0,18,7,16,20
19,19,15,12,16,17,20,14,9
20,20,7,16,10,15,13,19,20
21,21,10,19,11,1,9,2,20
22,22,9,3,17,10,18,8,12
23,23,17,15,19,12,7,11,16
24,24,3,13,0,16,4,6,8
25,25,16,14,11,0,6,2,8
26,26,11,12,15,18,16,14,20
27,27,0,2,9,5,13,17,15
28,28,3,7,1,0,10,11,20
29,29,8,18,4,1,3,7,17
30,30,10,8,3,14,17,12,1
31,31,2,16,9,1,0,20,12
32,32,5,18,13,12,17,2,20
33,33,12,19,13,10,6,8,0
34,34,17,6,11,19,7,4,13
35,35,15,18,7,20,3,4,5
36,36,14,10,9,4,0,19,3
37,37,16,1,14,2,10,7,12
38,38,0,16,1,15,7,6,3
39,39,4,14,6,10,17,0,19
40,40,1,9,0,16,11,14,12
41,41,6,9,20,19,18,11,2
42,42,18,11,1,6,5,16,7
43,43,8,12,20,1,13,4,2
44,44,13,17,12,3,20,16,7
45,45,6,5,18,9,8,4,16
46,46,19,0,12,13,9,6,2
47,47,0,19,11,14,7,13,15
48,48,6,17,11,19,13,4,14
