,round,tube0,tube1,tube2
0,0,1,3,9
1,1,5,7,1
2,2,9,1,0
3,3,9,6,7
4,4,4,5,9
5,5,3,2,7
6,6,1,9,5
7,7,6,8,9
8,8,0,8,5
9,9,4,2,3
10,10,2,1,7
11,11,1,2,6
12,12,0,6,1
13,13,7,5,4
14,14,4,3,9
15,15,5,3,6
16,16,0,2,1
17,17,9,6,0
18,18,9,7,0
19,19,5,8,6
20,20,3,8,5
21,21,8,1,2
22,22,2,3,0
23,23,6,9,2
