,round,tube0,tube1,tube2
0,0,3,5,2
1,1,4,7,5
2,2,0,7,1
3,3,8,1,0
4,4,1,9,7
5,5,7,0,6
6,6,9,8,2
7,7,4,8,9
8,8,9,3,6
9,9,7,9,1
10,10,9,5,6
11,11,0,3,8
12,12,0,6,9
13,13,2,3,6
14,14,8,3,7
15,15,8,7,9
16,16,8,6,4
17,17,9,5,2
18,18,7,4,0
19,19,5,7,1
20,20,2,1,9
21,21,7,3,6
22,22,3,9,8
23,23,3,5,1
