,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,9,7,11,15,10,17
1,1,2,5,4,17,3,19,11
2,2,20,18,17,15,13,9,4
3,3,6,20,2,18,15,19,10
4,4,12,7,0,6,3,18,19
5,5,16,20,7,12,10,15,5
6,6,16,3,12,10,5,15,7
7,7,8,6,11,3,5,14,15
8,8,7,8,6,17,14,16,2
9,9,18,13,10,4,16,6,11
10,10,20,15,8,9,3,10,5
11,11,7,15,20,13,2,10,17
12,12,9,10,5,15,17,14,12
13,13,8,7,18,12,4,2,3
14,14,5,8,9,13,7,6,1
15,15,5,9,12,16,10,11,19
16,16,13,1,7,0,3,4,17
17,17,7,17,16,18,9,15,10
18,18,7,12,9,3,16,13,18
19,19,16,14,20,9,10,0,1
20,20,17,6,14,10,2,12,8
21,21,14,12,17,8,5,11,20
22,22,10,18,3,17,7,9,0
23,23,0,2,5,20,8,1,6
24,24,20,17,8,3,11,14,6
25,25,5,6,20,17,7,10,0
26,26,13,19,15,5,7,6,0
27,27,12,5,11,20,9,1,15
28,28,11,17,3,15,18,2,13
29,29,4,17,5,10,8,13,15
30,30,16,2,3,9,6,5,13
31,31,19,10,4,3,1,13,12
32,32,7,8,12,9,1,5,14
33,33,1,9,18,2,4,17,11
34,34,6,15,18,11,20,0,9
35,35,11,16,7,1,8,12,9
36,36,0,20,1,12,17,5,7
37,37,6,5,13,10,2,1,14
38,38,2,11,14,18,5,4,19
39,39,16,4,12,9,0,15,8
40,40,16,7,3,15,11,20,9
41,41,8,15,19,1,4,10,9
42,42,4,11,20,10,18,3,13
43,43,15,19,14,12,7,0,1
44,44,20,9,10,15,7,2,1
45,45,11,10,19,1,16,3,18
46,46,7,6,2,10,8,3,15
47,47,12,4,2,19,5,14,9
48,48,4,15,2,13,7,6,19
