,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,11,1,13,16,7,14
1,1,6,9,2,5,0,1,17
2,2,5,20,13,19,15,2,8
3,3,9,18,10,4,19,7,20
4,4,14,8,12,20,10,11,3
5,5,19,16,9,3,18,14,8
6,6,10,11,9,2,18,6,12
7,7,0,17,10,2,12,4,9
8,8,16,6,5,14,0,17,1
9,9,0,12,8,1,6,15,2
10,10,5,13,14,17,10,15,2
11,11,10,17,18,6,19,16,14
12,12,16,7,10,2,3,18,17
13,13,3,7,13,4,12,14,9
14,14,3,20,12,17,2,13,1
15,15,15,16,3,6,17,5,20
16,16,13,19,17,4,1,15,2
17,17,14,6,3,11,7,12,16
18,18,2,3,9,16,20,18,8
19,19,13,3,20,19,6,14,17
20,20,18,3,6,8,11,13,15
21,21,19,17,15,8,14,16,0
22,22,20,14,1,6,10,4,16
23,23,16,14,13,18,17,12,1
24,24,1,7,2,15,0,4,5
25,25,4,0,11,3,19,7,20
26,26,10,8,1,17,14,5,4
27,27,1,10,4,0,13,18,15
28,28,3,14,0,2,10,7,12
29,29,8,17,0,9,20,14,2
30,30,9,3,7,13,15,2,0
31,31,7,14,0,19,18,11,9
32,32,6,10,4,7,12,15,17
33,33,1,16,6,5,14,2,20
34,34,2,16,10,6,5,8,18
35,35,0,7,1,2,12,5,18
36,36,18,12,2,3,6,7,11
37,37,10,4,11,7,12,18,2
38,38,12,1,19,15,20,9,7
39,39,14,1,9,10,7,13,5
40,40,19,2,16,10,20,4,13
41,41,12,20,9,15,19,10,3
42,42,13,1,4,17,6,16,8
43,43,13,15,3,8,7,9,17
44,44,11,8,2,14,19,15,13
45,45,7,13,10,6,15,0,1
46,46,13,9,16,17,6,0,20
47,47,16,15,2,6,5,0,9
48,48,0,15,4,13,7,3,18
