,round,tube,sp,st,final_pop
0,0,0,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04867289366459825, 0.0, 0.0704085129963493, 0.0, 0.013493941858156612)",39
1,0,0,11,"(0.029288165681579433, 0.18161360344809127, 0.0, 0.0, 0.0, 0.02918494318154896, 0.0, 0.0704085129963493, 0.0, 0.01812760691895582)",177
2,0,0,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.07054565240298909, 0.0, 0.02020645363695001)",124
3,0,0,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.0704085129963493, 0.0, 0.01812760691895582)",257
4,0,1,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.0704085129963493, 0.0, 0.01812760691895582)",400
5,0,1,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04867289366459825, 0.0, 0.0704085129963493, 0.0, 0.013493941858156612)",87
6,0,1,11,"(0.029288165681579433, 0.18161360344809127, 0.0, 0.0, 0.0, 0.02918494318154896, 0.0, 0.0704085129963493, 0.0, 0.01812760691895582)",110
7,0,1,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.07054565240298909, 0.0, 0.02020645363695001)",54
8,0,2,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04867289366459825, 0.0, 0.0704085129963493, 0.0, 0.013493941858156612)",144
9,0,2,11,"(0.029288165681579433, 0.18161360344809127, 0.0, 0.0, 0.0, 0.02918494318154896, 0.0, 0.0704085129963493, 0.0, 0.01812760691895582)",163
10,0,2,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.07054565240298909, 0.0, 0.02020645363695001)",43
11,0,2,11,"(0.029288165681579433, 0.14970886995698662, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.0704085129963493, 0.0, 0.01812760691895582)",264
