,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,17,18,20,19,4,13
1,1,4,16,17,13,9,10,1
2,2,3,12,16,14,1,2,17
3,3,0,15,14,10,17,7,1
4,4,10,12,3,0,1,14,20
5,5,4,19,8,18,15,20,6
6,6,12,7,11,2,5,10,9
7,7,10,12,15,17,18,11,2
8,8,9,3,5,20,2,19,11
9,9,3,19,17,9,16,14,6
10,10,11,15,9,16,1,6,0
11,11,14,1,15,16,9,11,3
12,12,3,6,9,13,5,20,1
13,13,3,16,20,10,15,2,19
14,14,17,10,11,2,3,4,15
15,15,11,12,10,18,1,0,5
16,16,4,15,0,9,7,19,14
17,17,2,13,20,16,3,9,19
18,18,11,16,17,13,4,8,20
19,19,20,0,1,14,17,2,3
20,20,2,12,18,7,9,3,15
21,21,2,3,5,11,10,0,9
22,22,11,5,0,9,16,4,13
23,23,4,12,17,6,13,14,8
24,24,9,0,17,5,11,14,10
25,25,9,0,11,5,18,20,10
26,26,8,18,1,7,5,10,11
27,27,1,20,8,19,7,11,10
28,28,19,0,1,6,4,7,12
29,29,11,7,3,18,17,12,14
30,30,13,2,5,20,3,16,8
31,31,13,10,7,18,3,4,14
32,32,11,4,0,8,15,20,10
33,33,6,19,3,8,12,1,20
34,34,11,18,5,2,12,16,8
35,35,20,12,3,1,16,13,10
36,36,10,3,9,16,19,20,17
37,37,8,19,15,13,7,1,14
38,38,12,3,14,4,18,8,5
39,39,0,7,13,9,20,19,3
40,40,14,20,19,0,5,4,16
41,41,2,4,5,10,19,9,6
42,42,14,9,2,18,13,17,11
43,43,5,14,2,16,7,0,10
44,44,11,20,1,17,14,6,10
45,45,7,6,8,11,18,2,3
46,46,4,13,2,19,9,8,20
47,47,12,15,6,11,4,8,13
48,48,3,19,17,0,2,20,11
