,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,14,9,13,4,12,15
1,1,9,8,14,11,2,17,7
2,2,19,20,5,12,2,1,6
3,3,9,1,6,13,20,0,16
4,4,6,16,8,11,14,17,10
5,5,0,3,8,12,13,4,11
6,6,14,9,16,12,18,15,11
7,7,7,18,16,20,5,9,15
8,8,5,12,2,13,10,19,9
9,9,10,7,4,15,5,3,11
10,10,14,17,11,12,2,10,1
11,11,0,12,13,18,9,5,6
12,12,14,0,17,9,1,12,7
13,13,16,14,11,4,6,10,8
14,14,1,20,9,4,0,12,13
15,15,15,9,16,19,17,0,12
16,16,9,16,3,17,12,1,20
17,17,15,13,0,1,18,8,11
18,18,1,6,8,13,7,12,2
19,19,7,5,20,3,16,2,4
20,20,7,17,5,14,6,16,9
21,21,12,1,10,7,8,20,15
22,22,18,6,4,7,12,2,11
23,23,19,12,6,17,1,4,7
24,24,2,5,6,4,17,8,11
25,25,0,3,4,18,1,14,19
26,26,15,5,19,9,2,7,11
27,27,2,3,5,19,0,12,8
28,28,3,13,8,6,4,15,1
29,29,13,20,12,8,9,4,10
30,30,9,11,10,5,7,3,4
31,31,20,12,8,11,18,2,7
32,32,9,15,16,10,17,4,6
33,33,6,16,13,5,18,2,14
34,34,4,5,14,18,3,13,16
35,35,11,0,3,14,4,17,12
36,36,5,2,7,4,1,6,18
37,37,13,19,7,17,5,1,6
38,38,5,19,9,0,6,8,4
39,39,14,8,17,19,3,18,2
40,40,11,1,14,3,12,8,0
41,41,20,3,2,4,16,9,10
42,42,2,5,19,20,17,14,8
43,43,19,3,8,20,1,2,9
44,44,5,7,8,13,2,14,9
45,45,14,6,2,18,8,11,19
46,46,5,9,10,14,18,1,2
47,47,8,16,20,15,17,3,6
48,48,4,3,7,16,6,15,17
