,round,tube0,tube1,tube2
0,0,4,7,2
1,1,3,1,4
2,2,6,5,9
3,3,8,7,4
4,4,0,3,7
5,5,0,4,7
6,6,5,0,8
7,7,8,0,4
8,8,9,8,1
9,9,4,9,0
10,10,1,4,5
11,11,1,8,6
12,12,2,6,4
13,13,6,1,2
14,14,7,2,6
15,15,0,3,2
16,16,1,6,3
17,17,3,9,2
18,18,5,6,7
19,19,2,8,7
20,20,7,0,2
21,21,6,9,1
22,22,7,4,6
23,23,7,1,4
