,round,tube0,tube1,tube2
0,0,7,4,3
1,1,6,5,9
2,2,8,2,1
3,3,3,5,7
4,4,0,8,5
5,5,0,7,9
6,6,2,7,3
7,7,9,5,2
8,8,1,3,6
9,9,8,0,9
10,10,9,4,0
11,11,1,8,9
12,12,2,8,6
13,13,0,6,8
14,14,7,8,2
15,15,3,2,0
16,16,9,0,5
17,17,7,3,6
18,18,4,5,6
19,19,9,1,7
20,20,1,7,6
21,21,3,4,5
22,22,8,3,2
23,23,3,2,9
