,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,8,0,16,13,10,19,6
1,1,8,3,2,14,19,12,16
2,2,13,1,7,2,20,5,6
3,3,14,17,0,5,2,7,18
4,4,8,2,10,11,0,18,17
5,5,17,18,2,19,8,4,6
6,6,14,4,12,20,5,9,13
7,7,19,14,4,7,16,1,9
8,8,12,1,5,15,2,8,11
9,9,4,2,7,20,16,1,11
10,10,0,14,3,6,16,2,9
11,11,9,12,3,6,20,14,2
12,12,6,9,15,0,11,17,13
13,13,16,4,20,19,9,7,14
14,14,7,16,17,3,8,5,12
15,15,7,18,0,1,6,12,13
16,16,8,18,6,0,9,17,14
17,17,2,6,19,1,14,7,0
18,18,4,6,18,19,15,5,13
19,19,15,17,16,6,12,19,5
20,20,6,17,1,19,4,12,9
21,21,19,13,12,7,3,11,17
22,22,17,6,15,20,12,18,11
23,23,12,10,3,1,17,19,7
24,24,3,0,17,13,7,20,4
25,25,16,17,10,8,15,3,18
26,26,3,0,11,8,4,17,19
27,27,18,20,12,15,8,6,9
28,28,4,3,5,9,6,17,19
29,29,14,12,17,18,10,13,15
30,30,7,6,15,11,1,8,10
31,31,8,6,15,4,5,1,20
32,32,1,11,8,4,16,20,2
33,33,17,13,10,15,2,11,8
34,34,3,14,16,13,11,9,0
35,35,7,8,11,16,1,15,5
36,36,7,9,2,6,3,10,16
37,37,16,0,14,19,3,17,15
38,38,7,14,16,9,20,11,4
39,39,5,1,3,17,7,6,14
40,40,7,2,13,16,18,12,6
41,41,10,20,14,1,8,7,12
42,42,10,11,4,5,20,8,17
43,43,15,1,13,6,20,8,18
44,44,0,7,4,19,5,15,20
45,45,18,7,5,16,6,1,20
46,46,5,4,1,7,3,17,2
47,47,18,0,12,16,10,17,19
48,48,3,12,20,0,2,9,17
