,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,15,16,11,12,9,2
1,1,18,8,16,3,19,12,0
2,2,17,9,12,3,14,5,16
3,3,12,19,3,14,13,2,9
4,4,6,8,9,1,12,5,10
5,5,7,2,13,6,0,19,15
6,6,19,10,0,14,3,8,17
7,7,8,5,12,1,14,19,0
8,8,16,0,17,3,8,2,15
9,9,11,10,8,12,3,7,2
10,10,19,0,2,10,16,1,17
11,11,2,19,12,0,8,5,4
12,12,15,1,6,14,10,5,9
13,13,12,19,14,11,18,10,9
14,14,9,20,0,18,10,13,14
15,15,12,8,6,14,9,3,1
16,16,3,12,1,4,11,5,19
17,17,18,3,17,13,15,9,14
18,18,10,5,13,14,15,4,11
19,19,17,18,3,10,5,19,1
20,20,20,3,18,13,10,12,1
21,21,16,5,6,7,0,18,17
22,22,1,16,0,19,3,5,18
23,23,3,16,13,8,1,12,0
24,24,10,2,0,19,14,17,5
25,25,0,9,19,3,13,4,17
26,26,14,3,12,19,11,6,4
27,27,10,20,12,0,14,8,3
28,28,3,20,13,16,18,7,2
29,29,3,14,6,2,18,20,13
30,30,8,12,11,2,18,0,13
31,31,15,6,7,2,3,12,0
32,32,6,5,0,17,2,13,14
33,33,15,4,3,18,16,19,14
34,34,9,15,3,6,11,1,7
35,35,2,1,16,10,5,17,3
36,36,4,20,10,6,7,2,13
37,37,15,6,5,12,13,11,4
38,38,2,18,7,8,11,13,1
39,39,14,20,6,13,1,3,2
40,40,10,13,0,18,6,11,1
41,41,16,9,3,8,6,18,5
42,42,4,0,1,7,12,18,11
43,43,0,14,16,15,5,1,3
44,44,1,13,7,8,4,12,3
45,45,1,9,7,11,8,16,2
46,46,9,13,7,19,20,18,17
47,47,10,18,11,4,0,17,13
48,48,8,12,3,9,11,13,5
