,round,tube0,tube1,tube2
0,0,2,5,1
1,1,2,5,7
2,2,4,1,6
3,3,3,2,4
4,4,1,4,9
5,5,2,7,6
6,6,3,8,5
7,7,3,2,1
8,8,0,3,4
9,9,5,0,8
10,10,9,6,0
11,11,4,0,7
12,12,3,8,7
13,13,6,4,2
14,14,2,8,7
15,15,8,0,9
16,16,6,8,4
17,17,3,4,5
18,18,7,5,3
19,19,4,1,6
20,20,2,4,6
21,21,2,1,4
22,22,7,6,0
23,23,4,3,5
