,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,1.0,33.0,897.0,1.1508944841876039,86504.0,27.181809944906075
1,0.0,1.0,1.0,33.0,867.0,1.2538797152046175,85489.0,26.272719311297177
2,0.0,2.0,1.0,33.0,904.0,1.4786244467954148,86926.0,27.39393109274815
