,round,tube0,tube1,tube2
0,0,7,1,9
1,1,0,9,5
2,2,1,9,8
3,3,0,3,6
4,4,8,3,6
5,5,2,3,7
6,6,7,8,4
7,7,3,4,1
8,8,6,3,0
9,9,1,7,0
10,10,6,8,7
11,11,4,8,0
12,12,7,9,2
13,13,0,1,3
14,14,7,9,0
15,15,8,9,3
16,16,6,8,5
17,17,4,3,0
18,18,2,6,9
19,19,0,3,4
20,20,6,3,0
21,21,6,8,0
22,22,8,7,5
23,23,3,7,8
