,round,tube,sp,st,final_pop
0,0,0,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.11395506571919103, 0.0, 0.026908727707601745)",34
1,0,0,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.09357501918325868, 0.0, 0.029103180253816842)",6
2,0,0,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.07915582336881054, 0.11395506571919103, 0.0, 0.017584118559684354)",31
3,0,0,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.08313113206485101, 0.11395506571919103, 0.0, 0.026908727707601745)",5
4,0,0,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.14585825765072744, 0.13411257947540778, 0.0576626659711753, 0.11395506571919103, 0.0, 0.026908727707601745)",31
5,0,1,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.09357501918325868, 0.0, 0.029103180253816842)",12
6,0,1,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.08313113206485101, 0.11395506571919103, 0.0, 0.026908727707601745)",24
7,0,1,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.11395506571919103, 0.0, 0.026908727707601745)",35
8,0,1,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.14585825765072744, 0.13411257947540778, 0.0576626659711753, 0.11395506571919103, 0.0, 0.026908727707601745)",32
9,0,2,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.11395506571919103, 0.0, 0.026908727707601745)",42
10,0,2,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.09357501918325868, 0.0, 0.029103180253816842)",2
11,0,2,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.14585825765072744, 0.13411257947540778, 0.0576626659711753, 0.11395506571919103, 0.0, 0.026908727707601745)",27
12,0,2,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.07915582336881054, 0.11395506571919103, 0.0, 0.017584118559684354)",13
13,0,2,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.08313113206485101, 0.11395506571919103, 0.0, 0.026908727707601745)",11
