,round,tube,sp,st,final_pop
0,0,0,1,"(0.0, 0.014483839113708047, 0.0, 0.02652716976416947, 0.0, 0.01498355219082073, 0.0, 0.0, 0.0154164923044359, 0.023187541493778534)",53
1,0,0,1,"(0.0, 0.01819021681934756, 0.0, 0.024584807322582867, 0.0, 0.03475404647260958, 0.0, 0.0, 0.016526807432951023, 0.023187541493778534)",7
2,0,0,1,"(0.0, 0.01819021681934756, 0.0, 0.024584807322582867, 0.0, 0.01498355219082073, 0.0, 0.0, 0.0154164923044359, 0.023187541493778534)",342
3,0,1,1,"(0.0, 0.01819021681934756, 0.0, 0.024584807322582867, 0.0, 0.01890596466425497, 0.0, 0.0, 0.0154164923044359, 0.023187541493778534)",10
4,0,1,1,"(0.0, 0.01819021681934756, 0.0, 0.024584807322582867, 0.0, 0.01498355219082073, 0.0, 0.0, 0.0154164923044359, 0.023187541493778534)",415
5,0,1,1,"(0.0, 0.014483839113708047, 0.0, 0.02652716976416947, 0.0, 0.01498355219082073, 0.0, 0.0, 0.0154164923044359, 0.023187541493778534)",32
6,0,2,1,"(0.0, 0.01819021681934756, 0.0, 0.024584807322582867, 0.0, 0.01890596466425497, 0.0, 0.0, 0.0154164923044359, 0.023187541493778534)",22
7,0,2,1,"(0.0, 0.01819021681934756, 0.0, 0.024584807322582867, 0.0, 0.03475404647260958, 0.0, 0.0, 0.016526807432951023, 0.023187541493778534)",7
8,0,2,1,"(0.0, 0.014483839113708047, 0.0, 0.02652716976416947, 0.0, 0.01498355219082073, 0.0, 0.0, 0.0154164923044359, 0.023187541493778534)",100
9,0,2,1,"(0.0, 0.01819021681934756, 0.0, 0.024584807322582867, 0.0, 0.01498355219082073, 0.0, 0.0, 0.0154164923044359, 0.023187541493778534)",294
