,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,13,15,16,19,6,18,20
1,1,0,1,19,9,8,15,14
2,2,10,15,9,20,11,8,19
3,3,6,11,4,1,18,3,0
4,4,4,15,14,6,20,10,7
5,5,7,12,17,6,10,8,14
6,6,1,9,10,5,12,4,19
7,7,6,2,10,3,17,11,14
8,8,7,13,4,19,20,1,3
9,9,14,13,18,1,15,0,16
10,10,3,7,11,14,5,0,20
11,11,5,3,16,19,10,9,11
12,12,14,3,2,18,15,7,4
13,13,8,6,2,0,1,15,13
14,14,11,1,0,18,10,19,12
15,15,17,15,20,8,7,5,13
16,16,7,1,15,16,19,5,6
17,17,12,2,6,9,15,19,17
18,18,14,2,19,6,16,20,11
19,19,17,15,20,1,5,6,3
20,20,1,0,2,20,17,4,10
21,21,5,16,8,18,19,2,11
22,22,6,9,1,17,14,12,4
23,23,9,14,5,1,2,4,19
24,24,7,5,6,16,3,19,15
25,25,9,7,13,6,5,20,16
26,26,2,7,11,18,17,6,13
27,27,16,4,19,17,7,3,0
28,28,12,14,0,18,15,6,17
29,29,6,1,17,12,4,2,16
30,30,16,10,12,13,4,11,3
31,31,19,2,3,0,15,8,4
32,32,12,2,6,14,15,18,11
33,33,11,5,9,1,12,17,4
34,34,0,16,13,17,1,6,10
35,35,3,5,10,11,16,18,12
36,36,17,15,2,20,7,6,19
37,37,15,4,19,6,1,3,12
38,38,9,13,12,7,1,10,14
39,39,10,1,2,9,16,19,6
40,40,11,14,12,5,3,15,9
41,41,20,1,19,17,3,14,0
42,42,7,18,15,2,13,9,19
43,43,12,10,16,0,1,14,2
44,44,2,1,7,19,5,9,12
45,45,20,12,15,17,2,8,5
46,46,17,7,3,16,10,12,8
47,47,5,4,13,9,6,2,18
48,48,14,19,12,15,7,6,4
