,round,tube0,tube1,tube2
0,0,0,8,3
1,1,0,8,2
2,2,5,9,8
3,3,7,4,3
4,4,6,4,5
5,5,8,1,6
6,6,2,4,7
7,7,5,1,6
8,8,4,5,8
9,9,9,1,0
10,10,9,6,0
11,11,0,7,6
12,12,6,5,4
13,13,7,4,6
14,14,9,5,2
15,15,6,7,5
16,16,2,3,6
17,17,1,6,7
18,18,2,5,4
19,19,4,9,3
20,20,0,6,4
21,21,6,1,3
22,22,3,2,7
23,23,9,4,2
