,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,11,1,20,9,14,13,17
1,1,4,5,3,8,17,13,7
2,2,4,2,5,8,0,10,18
3,3,20,2,8,1,3,17,15
4,4,9,19,3,14,8,2,11
5,5,4,10,0,18,17,13,12
6,6,11,13,6,0,8,15,5
7,7,17,6,13,2,14,19,15
8,8,12,7,8,9,0,19,20
9,9,3,7,20,0,1,18,15
10,10,1,16,0,5,6,14,15
11,11,9,20,0,11,1,15,7
12,12,4,9,13,6,20,11,10
13,13,11,19,0,14,17,13,10
14,14,13,20,6,0,3,5,11
15,15,12,15,1,8,7,13,14
16,16,9,5,14,8,12,2,3
17,17,14,8,5,12,9,19,1
18,18,8,4,12,14,13,20,9
19,19,9,7,20,18,17,2,14
20,20,1,16,7,6,13,5,12
21,21,16,12,13,18,6,15,10
22,22,9,15,5,4,0,13,19
23,23,20,19,16,8,9,0,4
24,24,20,7,17,1,19,18,13
25,25,0,1,8,3,5,15,4
26,26,10,4,12,13,19,18,14
27,27,1,14,3,11,17,15,6
28,28,19,18,0,12,20,17,13
29,29,4,10,11,8,17,6,19
30,30,11,9,16,5,17,3,19
31,31,7,9,8,17,5,1,13
32,32,14,11,20,2,12,0,9
33,33,14,2,3,10,15,12,20
34,34,6,20,4,7,19,13,0
35,35,8,10,19,4,7,9,3
36,36,13,3,0,1,19,6,10
37,37,4,8,2,14,16,20,5
38,38,5,8,4,7,1,14,18
39,39,3,2,7,5,19,20,18
40,40,2,16,17,7,12,19,4
41,41,18,11,2,3,4,13,1
42,42,17,3,7,5,6,14,2
43,43,12,13,0,11,19,18,3
44,44,17,3,0,12,19,14,4
45,45,8,0,17,10,11,19,16
46,46,1,3,18,0,7,10,14
47,47,17,20,13,2,0,18,16
48,48,9,3,11,0,7,1,2
