,round,tube0,tube1,tube2
0,0,1,8,0
1,1,7,0,9
2,2,4,1,9
3,3,3,8,6
4,4,2,4,6
5,5,4,3,9
6,6,0,1,4
7,7,5,3,6
8,8,0,8,9
9,9,3,0,2
10,10,4,1,5
11,11,1,4,7
12,12,2,5,3
13,13,2,7,8
14,14,1,0,7
15,15,9,3,2
16,16,7,4,6
17,17,4,0,2
18,18,7,9,8
19,19,2,1,0
20,20,8,3,9
21,21,0,7,2
22,22,1,4,7
23,23,1,5,8
