,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,8,9,3,10,12,16
1,1,18,4,6,9,14,3,17
2,2,18,5,17,8,7,13,19
3,3,0,18,6,2,15,8,1
4,4,1,18,2,7,15,11,6
5,5,1,13,17,5,15,18,8
6,6,5,6,11,13,9,3,0
7,7,19,4,16,18,20,2,0
8,8,10,15,18,0,2,8,11
9,9,10,18,17,4,12,5,19
10,10,6,4,13,9,3,7,18
11,11,6,16,20,8,15,1,17
12,12,7,2,16,12,9,4,13
13,13,4,8,1,19,5,7,2
14,14,0,5,15,4,20,19,9
15,15,16,19,3,1,17,18,12
16,16,12,8,2,10,11,9,13
17,17,20,6,13,1,4,0,11
18,18,8,13,0,20,16,9,7
19,19,1,5,19,16,6,8,3
20,20,20,1,15,6,7,12,13
21,21,9,17,16,20,2,15,19
22,22,9,3,20,14,2,12,4
23,23,13,9,5,3,8,4,19
24,24,7,5,8,12,14,20,18
25,25,7,15,8,13,20,11,9
26,26,13,11,10,3,0,16,15
27,27,6,3,2,0,10,5,7
28,28,14,17,18,5,15,3,6
29,29,12,9,18,10,6,4,17
30,30,8,1,14,15,12,2,18
31,31,14,10,20,12,0,9,3
32,32,3,15,6,7,0,5,19
33,33,16,5,17,2,3,9,8
34,34,20,14,19,1,4,16,7
35,35,14,13,15,9,6,12,1
36,36,1,3,6,7,10,5,20
37,37,16,3,11,0,1,6,7
38,38,3,0,4,2,1,10,5
39,39,11,19,9,20,0,8,18
40,40,18,3,16,9,15,0,1
41,41,19,18,17,12,3,15,6
42,42,17,3,5,0,9,14,10
43,43,18,17,10,7,2,13,8
44,44,4,13,19,20,11,6,2
45,45,19,16,20,9,14,5,0
46,46,7,15,18,9,3,16,2
47,47,11,20,0,19,12,17,18
48,48,6,20,16,15,10,2,9
