,round,tube0,tube1,tube2
0,0,9,0,1
1,1,0,2,1
2,2,3,5,4
3,3,3,7,5
4,4,3,2,7
5,5,0,4,1
6,6,8,4,9
7,7,6,1,3
8,8,7,3,0
9,9,5,4,6
10,10,5,9,0
11,11,2,0,9
12,12,6,4,8
13,13,8,1,5
14,14,5,7,2
15,15,7,4,9
16,16,4,9,7
17,17,9,2,1
18,18,7,5,3
19,19,4,6,5
20,20,1,0,4
21,21,6,7,2
22,22,7,8,1
23,23,9,1,3
