,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,4,5,9,3,14,18,0
1,1,9,2,10,6,15,0,12
2,2,1,5,9,18,4,10,3
3,3,10,19,11,16,3,12,14
4,4,20,15,2,19,7,16,5
5,5,3,18,15,0,11,20,6
6,6,10,5,16,15,9,17,13
7,7,7,17,18,13,12,3,5
8,8,13,16,17,7,8,19,12
9,9,11,5,0,10,19,20,18
10,10,15,11,14,16,9,13,10
11,11,5,1,17,8,2,14,18
12,12,19,18,8,13,12,20,2
13,13,16,6,10,8,13,18,17
14,14,9,7,8,16,12,3,1
15,15,10,6,2,1,12,4,15
16,16,6,7,5,9,0,17,15
17,17,19,0,18,11,17,15,3
18,18,13,16,9,0,7,2,11
19,19,5,6,10,4,3,20,8
20,20,20,11,4,16,12,3,18
21,21,10,15,11,7,4,2,5
22,22,1,20,0,15,3,2,10
23,23,17,8,20,4,1,13,7
24,24,11,10,5,7,3,16,8
25,25,20,6,16,18,1,3,13
26,26,20,5,2,16,15,13,12
27,27,13,11,12,16,4,0,1
28,28,3,15,6,5,17,7,20
29,29,3,9,6,19,15,4,18
30,30,14,20,7,18,17,4,8
31,31,10,19,7,20,11,6,12
32,32,12,20,16,0,15,4,1
33,33,13,0,1,15,16,5,9
34,34,3,18,12,16,8,14,1
35,35,18,9,2,12,15,4,5
36,36,8,11,2,19,10,16,12
37,37,7,2,16,17,6,20,15
38,38,4,14,18,7,3,17,9
39,39,15,13,12,6,14,0,9
40,40,11,1,6,17,13,0,8
41,41,20,6,4,16,18,14,17
42,42,6,15,5,4,19,16,17
43,43,16,4,14,11,9,2,6
44,44,10,20,1,3,2,8,0
45,45,15,5,1,9,16,20,4
46,46,3,11,20,12,16,4,17
47,47,11,6,4,7,20,12,18
48,48,3,18,13,1,7,10,16
