,round,tube0,tube1,tube2
0,0,8,2,4
1,1,7,3,8
2,2,1,2,4
3,3,7,4,2
4,4,0,5,2
5,5,6,1,0
6,6,5,7,3
7,7,0,1,8
8,8,8,2,3
9,9,4,7,6
10,10,6,9,7
11,11,2,7,4
12,12,2,9,5
13,13,1,3,7
14,14,7,5,4
15,15,5,6,7
16,16,5,4,6
17,17,6,8,0
18,18,0,9,7
19,19,1,2,7
20,20,7,5,4
21,21,8,5,3
22,22,0,1,2
23,23,9,8,6
