,round,tube0,tube1,tube2
0,0,9,3,0
1,1,3,0,9
2,2,5,1,9
3,3,7,5,0
4,4,7,1,3
5,5,1,4,9
6,6,4,7,1
7,7,3,7,2
8,8,6,8,4
9,9,5,6,0
10,10,0,2,3
11,11,8,4,5
12,12,9,6,1
13,13,4,8,7
14,14,0,6,5
15,15,8,2,6
16,16,6,8,7
17,17,4,3,8
18,18,0,7,4
19,19,1,4,6
20,20,7,1,2
21,21,5,4,3
22,22,6,1,7
23,23,1,5,3
