,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,7,10,18,4,20,12
1,1,19,8,1,9,13,4,11
2,2,4,17,0,2,6,1,13
3,3,9,17,19,12,11,13,10
4,4,14,5,16,2,0,1,11
5,5,5,13,1,7,15,12,17
6,6,7,2,3,8,13,5,17
7,7,19,0,6,4,7,18,12
8,8,9,5,17,14,1,19,12
9,9,6,13,1,17,16,11,10
10,10,16,6,4,15,7,19,9
11,11,7,5,6,0,1,3,10
12,12,11,15,8,12,9,1,13
13,13,10,11,19,4,2,17,1
14,14,17,5,16,0,13,14,6
15,15,7,18,8,12,10,2,1
16,16,14,7,11,0,6,13,5
17,17,17,11,6,18,3,15,1
18,18,8,0,9,1,2,18,6
19,19,14,12,0,20,4,2,13
20,20,14,20,8,3,4,15,6
21,21,19,10,17,2,4,16,14
22,22,11,19,20,10,14,1,16
23,23,10,14,17,7,12,6,19
24,24,18,17,14,20,1,7,2
25,25,11,18,4,8,7,13,15
26,26,10,2,13,19,15,4,14
27,27,16,1,11,8,9,7,18
28,28,11,16,18,15,13,7,9
29,29,17,1,4,10,18,3,20
30,30,1,0,9,5,16,13,10
31,31,2,0,7,15,20,12,18
32,32,20,10,14,5,13,0,6
33,33,7,15,13,16,19,5,4
34,34,1,7,9,12,17,15,10
35,35,13,7,6,8,12,2,15
36,36,16,10,20,0,15,3,2
37,37,12,13,17,15,5,7,0
38,38,10,20,9,18,5,7,11
39,39,0,17,9,4,19,20,15
40,40,13,18,19,17,15,9,7
41,41,6,2,11,0,10,12,1
42,42,13,12,8,6,3,19,1
43,43,19,2,18,15,6,4,0
44,44,13,20,15,1,8,2,5
45,45,8,5,17,12,4,1,18
46,46,6,18,7,20,14,15,13
47,47,15,18,19,5,10,2,11
48,48,11,5,12,8,7,14,3
