,round,tube0,tube1,tube2
0,0,9,5,0
1,1,6,4,2
2,2,3,9,2
3,3,6,7,3
4,4,7,9,4
5,5,7,5,8
6,6,7,9,6
7,7,7,2,8
8,8,5,3,2
9,9,6,5,7
10,10,8,0,1
11,11,5,0,7
12,12,6,3,5
13,13,4,3,5
14,14,7,8,5
15,15,9,0,8
16,16,6,9,1
17,17,0,9,7
18,18,8,0,4
19,19,7,4,5
20,20,6,8,5
21,21,6,1,7
22,22,8,5,1
23,23,2,7,9
