,round,tube,nut,amount
0,0.0,0.0,0.0,105.87606666624598
1,0.0,0.0,1.0,0.1866771779623088
2,0.0,0.0,2.0,0.4399042413478932
3,0.0,0.0,3.0,0.03940040242547972
4,0.0,1.0,0.0,0.14129957077124314
5,0.0,1.0,1.0,0.13108835924588091
6,0.0,1.0,2.0,1956.2445423774766
7,0.0,1.0,3.0,86.08634692131126
8,0.0,2.0,0.0,88.15725536873923
9,0.0,2.0,1.0,0.11451490470309575
10,0.0,2.0,2.0,0.28449478861346444
11,0.0,2.0,3.0,0.0642282106446947
12,0.0,3.0,0.0,0.9034519890810738
13,0.0,3.0,1.0,0.1078355615522053
14,0.0,3.0,2.0,0.1415389347671067
15,0.0,3.0,3.0,0.2267326454394191
16,0.0,4.0,0.0,114.35658317318266
17,0.0,4.0,1.0,0.14683318774190787
18,0.0,4.0,2.0,0.40103512432765365
19,0.0,4.0,3.0,0.04267496623120377
20,0.0,5.0,0.0,172.93596798049396
21,0.0,5.0,1.0,0.14628331130685998
22,0.0,5.0,2.0,7.644059592277387
23,0.0,5.0,3.0,0.06877136587915941
24,0.0,6.0,0.0,0.054995928808326586
25,0.0,6.0,1.0,0.5698373226261757
26,0.0,6.0,2.0,0.13663326493792954
27,0.0,6.0,3.0,0.05441633635464377
28,0.0,7.0,0.0,113.95010904445817
29,0.0,7.0,1.0,0.1487449490407959
30,0.0,7.0,2.0,0.3773464065961487
31,0.0,7.0,3.0,0.064768791119452
32,0.0,8.0,0.0,31.963207934790766
33,0.0,8.0,1.0,0.2144110290261761
34,0.0,8.0,2.0,0.2634189742027053
35,0.0,8.0,3.0,0.04722789299898472
36,0.0,9.0,0.0,118.70045157285551
37,0.0,9.0,1.0,0.25742233084719257
38,0.0,9.0,2.0,0.42173144589429723
39,0.0,9.0,3.0,0.06566763130736959
40,0.0,10.0,0.0,29.128429471726058
41,0.0,10.0,1.0,0.21651969793844492
42,0.0,10.0,2.0,0.4320003000938027
43,0.0,10.0,3.0,0.06818521869575438
44,0.0,11.0,0.0,0.1308179372550875
45,0.0,11.0,1.0,0.1847995516988456
46,0.0,11.0,2.0,0.36794061836670655
47,0.0,11.0,3.0,0.0694347306577341
48,0.0,12.0,0.0,2.0195974542319663
49,0.0,12.0,1.0,0.17512434649365424
50,0.0,12.0,2.0,0.4107891989262348
51,0.0,12.0,3.0,0.04473555707086063
52,0.0,13.0,0.0,0.8703056131002745
53,0.0,13.0,1.0,0.07493894568721216
54,0.0,13.0,2.0,0.31515370395437636
55,0.0,13.0,3.0,0.0613372586178688
56,0.0,14.0,0.0,0.0596625318455891
57,0.0,14.0,1.0,0.07377488207590333
58,0.0,14.0,2.0,7.873729054199486
59,0.0,14.0,3.0,0.041735065634670665
60,0.0,15.0,0.0,93.95347898391168
61,0.0,15.0,1.0,0.16410496143725592
62,0.0,15.0,2.0,0.2408329151257544
63,0.0,15.0,3.0,0.16129223805356513
64,0.0,16.0,0.0,0.15935560870733226
65,0.0,16.0,1.0,0.09485795831915736
66,0.0,16.0,2.0,0.19623937028940117
67,0.0,16.0,3.0,15.520607421460243
68,0.0,17.0,0.0,6.37058474527358
69,0.0,17.0,1.0,0.21170588470118887
70,0.0,17.0,2.0,0.2660660482247962
71,0.0,17.0,3.0,0.06745458634164658
72,0.0,18.0,0.0,571.4453386729778
73,0.0,18.0,1.0,0.512198377151606
74,0.0,18.0,2.0,0.788580831459196
75,0.0,18.0,3.0,0.047540892359042713
76,0.0,19.0,0.0,0.23405388604019706
77,0.0,19.0,1.0,425.76045031611227
78,0.0,19.0,2.0,0.11063602956525198
79,0.0,19.0,3.0,0.5090638405479762
80,0.0,20.0,0.0,0.9709118453646116
81,0.0,20.0,1.0,0.21315208116610423
82,0.0,20.0,2.0,0.430483571433528
83,0.0,20.0,3.0,0.049029238845798254
