,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,18,2,3,6,11,9,0
1,1,12,19,18,0,15,17,9
2,2,17,20,14,7,10,19,13
3,3,10,19,0,8,6,7,11
4,4,10,0,17,18,15,13,12
5,5,15,16,11,10,1,17,4
6,6,0,2,3,8,14,18,19
7,7,18,15,0,17,11,19,12
8,8,15,1,0,19,6,3,18
9,9,16,4,5,1,15,11,19
10,10,12,13,17,7,20,6,14
11,11,5,7,8,15,19,20,0
12,12,13,17,11,0,16,14,18
13,13,13,3,1,0,14,11,4
14,14,5,9,13,4,0,20,12
15,15,7,6,11,12,14,2,13
16,16,6,17,19,8,2,20,5
17,17,3,17,19,5,10,8,14
18,18,19,3,16,17,0,15,10
19,19,12,17,18,0,3,4,13
20,20,3,13,0,8,14,19,4
21,21,10,15,19,20,1,8,3
22,22,19,18,9,15,5,2,16
23,23,3,13,1,16,7,17,15
24,24,18,15,12,20,11,7,9
25,25,6,17,20,16,15,2,19
26,26,14,6,13,10,18,5,0
27,27,0,18,2,11,9,16,20
28,28,5,1,13,15,14,10,3
29,29,18,1,0,6,5,16,2
30,30,5,11,18,17,1,12,3
31,31,5,13,17,12,20,18,6
32,32,1,19,3,18,5,17,20
33,33,9,18,16,1,8,15,20
34,34,12,2,16,15,4,6,17
35,35,12,20,8,1,17,6,4
36,36,15,6,12,10,8,9,2
37,37,16,5,15,20,8,10,13
38,38,12,11,0,17,5,6,8
39,39,13,6,16,1,3,19,15
40,40,1,19,5,2,8,0,3
41,41,9,4,6,11,3,10,18
42,42,10,6,14,20,11,15,4
43,43,10,14,18,9,19,5,12
44,44,4,19,7,14,9,3,0
45,45,15,8,19,5,9,12,3
46,46,11,0,1,4,17,10,18
47,47,17,18,20,4,19,6,9
48,48,17,12,2,19,6,13,9
