,round,tube0,tube1,tube2
0,0,1,5,9
1,1,9,1,6
2,2,6,9,7
3,3,4,2,3
4,4,7,3,5
5,5,3,7,2
6,6,0,5,2
7,7,6,7,5
8,8,5,4,0
9,9,0,2,9
10,10,9,2,8
11,11,5,6,7
12,12,8,1,6
13,13,7,4,9
14,14,5,8,7
15,15,0,5,7
16,16,1,5,0
17,17,4,8,3
18,18,5,3,4
19,19,6,3,5
20,20,1,5,4
21,21,9,5,7
22,22,5,4,2
23,23,3,6,1
