,round,tube0,tube1,tube2
0,0,5,2,4
1,1,5,2,6
2,2,5,1,7
3,3,7,9,2
4,4,8,2,5
5,5,5,0,3
6,6,5,4,1
7,7,3,1,7
8,8,5,2,8
9,9,7,0,3
10,10,6,5,7
11,11,3,1,0
12,12,3,4,5
13,13,9,5,4
14,14,8,9,1
15,15,3,5,6
16,16,5,8,4
17,17,4,1,7
18,18,1,7,4
19,19,3,0,4
20,20,7,9,1
21,21,5,3,0
22,22,7,9,1
23,23,4,8,1
