,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,13,20,15,10,14,0
1,1,1,0,2,3,4,5,9
2,2,0,2,1,4,3,5,7
3,3,4,0,2,5,8,14,6
4,4,1,6,5,0,12,14,3
5,5,6,20,12,9,0,10,4
6,6,10,0,1,5,7,4,2
7,7,10,1,16,4,3,9,6
8,8,4,8,13,19,3,17,10
9,9,0,6,8,7,4,13,3
10,10,17,3,5,13,8,4,6
11,11,7,0,16,17,6,20,10
12,12,3,14,11,2,4,6,1
13,13,8,7,1,14,3,11,10
14,14,17,3,10,0,15,16,5
15,15,19,3,9,11,4,13,0
16,16,8,19,4,18,3,7,15
17,17,7,9,12,10,15,0,5
18,18,12,5,7,10,15,9,8
19,19,10,12,3,0,15,6,16
20,20,14,12,15,17,18,6,0
21,21,14,17,0,5,15,6,1
22,22,8,6,9,19,12,20,16
23,23,2,4,0,17,15,19,6
24,24,9,14,6,15,18,7,0
25,25,8,16,7,12,6,14,18
26,26,15,17,13,11,16,19,6
27,27,0,6,11,2,12,9,13
28,28,7,0,19,5,12,18,6
29,29,10,16,3,0,20,17,8
30,30,17,2,3,13,4,0,9
31,31,0,1,4,6,12,3,16
32,32,5,2,11,1,12,3,8
33,33,1,13,10,9,5,17,20
34,34,8,16,17,5,18,7,6
35,35,13,6,20,14,15,7,18
36,36,10,3,1,11,9,2,4
37,37,9,5,20,3,8,11,2
38,38,20,12,11,17,8,7,6
39,39,15,8,4,9,6,3,16
40,40,16,4,13,9,5,6,2
41,41,1,16,19,17,12,18,20
42,42,9,1,11,19,20,15,16
43,43,15,17,16,18,7,3,20
44,44,6,17,4,7,16,9,10
45,45,17,0,15,6,11,7,13
46,46,10,2,17,7,9,13,8
47,47,7,18,5,17,4,6,20
48,48,10,20,3,19,11,1,0
