,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,3,20,6,14,13,10
1,1,14,6,3,12,10,15,16
2,2,6,12,8,16,14,0,7
3,3,18,15,12,4,3,16,14
4,4,3,8,14,11,17,15,9
5,5,7,2,18,0,14,12,16
6,6,1,0,13,14,10,5,2
7,7,18,11,12,7,6,19,9
8,8,16,12,13,2,5,8,15
9,9,5,8,19,13,7,9,3
10,10,3,17,1,4,7,18,5
11,11,0,7,5,10,15,20,8
12,12,1,2,20,11,15,17,10
13,13,16,4,1,2,13,20,17
14,14,3,14,19,9,17,7,2
15,15,4,5,2,11,10,17,6
16,16,16,8,4,19,6,13,11
17,17,14,20,18,5,7,1,9
18,18,18,20,10,3,16,1,6
19,19,1,10,15,17,9,12,3
20,20,10,13,4,11,8,9,16
21,21,1,9,5,12,3,8,16
22,22,16,8,13,14,3,10,19
23,23,16,10,12,11,14,13,19
24,24,9,14,18,3,20,19,11
25,25,16,10,11,17,14,20,18
26,26,14,4,9,13,20,16,7
27,27,2,16,20,6,17,3,1
28,28,9,0,3,6,18,14,13
29,29,16,12,3,17,9,6,20
30,30,4,19,11,14,9,5,8
31,31,15,3,12,5,17,19,14
32,32,16,11,3,17,0,6,15
33,33,20,5,12,4,11,19,14
34,34,4,7,12,20,16,8,6
35,35,11,20,13,17,1,10,3
36,36,15,20,10,17,4,6,1
37,37,8,6,17,14,13,1,20
38,38,11,6,3,0,12,18,2
39,39,7,13,15,9,6,10,5
40,40,4,17,10,15,19,6,1
41,41,5,10,20,6,12,1,16
42,42,14,18,3,20,7,9,1
43,43,0,17,8,14,16,3,15
44,44,2,4,20,17,0,14,3
45,45,16,8,19,14,12,20,17
46,46,14,3,17,13,0,4,16
47,47,5,8,4,20,7,2,14
48,48,19,14,17,12,15,18,0
