,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,5,4,2,1,18,8
1,1,5,13,4,14,7,9,17
2,2,13,6,3,1,9,14,8
3,3,16,7,15,20,17,19,13
4,4,15,11,17,18,5,13,3
5,5,13,20,4,16,1,5,7
6,6,20,7,12,10,13,9,5
7,7,1,15,17,20,11,8,18
8,8,19,3,0,4,12,6,9
9,9,13,8,14,7,17,3,18
10,10,2,12,4,5,15,17,20
11,11,13,11,9,2,15,18,10
12,12,18,7,8,1,17,10,4
13,13,18,16,6,17,10,12,19
14,14,19,8,9,5,16,17,2
15,15,2,16,7,13,3,18,12
16,16,3,5,4,15,14,1,8
17,17,17,18,3,10,19,2,7
18,18,6,7,2,19,14,4,15
19,19,16,4,2,0,10,6,14
20,20,17,5,16,11,20,13,3
21,21,14,10,17,7,18,13,9
22,22,9,4,8,6,19,2,20
23,23,6,10,5,8,0,17,11
24,24,11,5,17,16,0,19,10
25,25,7,9,12,3,11,5,18
26,26,0,12,3,11,1,17,2
27,27,20,1,13,16,4,17,2
28,28,0,5,20,11,6,1,9
29,29,17,5,3,13,4,15,11
30,30,19,15,12,4,16,0,3
31,31,10,7,9,5,2,16,1
32,32,13,11,9,8,2,1,19
33,33,3,15,7,8,2,18,6
34,34,4,19,6,12,18,0,7
35,35,3,6,13,8,16,7,1
36,36,5,18,19,8,20,2,1
37,37,10,18,5,17,9,13,1
38,38,10,12,18,5,2,19,16
39,39,13,15,5,4,12,6,18
40,40,4,6,3,19,9,5,11
41,41,12,4,9,0,20,17,5
42,42,3,7,8,15,10,2,5
43,43,14,8,16,20,0,13,10
44,44,8,15,2,10,3,7,9
45,45,9,3,2,8,19,16,6
46,46,9,17,0,3,2,20,10
47,47,1,12,11,0,5,6,2
48,48,9,2,20,16,5,14,12
