,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,0,4,20,1,8,11
1,1,0,9,14,1,2,3,18
2,2,6,8,18,2,11,3,9
3,3,3,1,0,19,2,13,8
4,4,11,6,1,7,16,17,15
5,5,1,11,2,0,3,14,20
6,6,4,2,1,20,0,19,18
7,7,14,19,8,3,1,4,0
8,8,9,4,10,8,15,7,14
9,9,13,1,9,19,14,3,12
10,10,3,2,10,11,6,4,0
11,11,8,2,7,1,15,6,3
12,12,13,4,1,0,9,12,10
13,13,5,15,16,4,14,7,17
14,14,14,3,9,1,12,10,16
15,15,7,10,15,12,14,3,1
16,16,4,0,15,5,9,10,19
17,17,16,0,5,19,2,1,9
18,18,5,20,4,18,12,16,7
19,19,20,17,11,1,10,8,16
20,20,6,0,14,1,4,8,12
21,21,18,2,20,4,5,3,0
22,22,17,11,0,15,12,1,10
23,23,5,3,6,7,2,15,4
24,24,0,2,8,9,7,1,12
25,25,8,20,13,11,10,6,2
26,26,5,3,1,2,4,18,16
27,27,0,2,3,11,4,8,6
28,28,7,15,18,13,14,8,20
29,29,11,15,14,4,18,17,3
30,30,10,12,19,20,17,13,15
31,31,7,18,19,12,9,6,10
32,32,17,19,1,16,14,8,20
33,33,10,19,20,4,7,15,9
34,34,2,1,11,12,3,17,7
35,35,0,3,18,8,2,7,19
36,36,15,5,4,6,14,12,2
37,37,9,0,11,4,8,3,14
38,38,4,13,11,14,12,5,20
39,39,10,17,3,8,14,18,0
40,40,1,0,10,5,15,7,8
41,41,0,20,1,8,2,11,7
42,42,11,1,0,18,20,12,17
43,43,8,5,10,1,2,16,15
44,44,11,4,9,12,6,14,13
45,45,9,8,0,10,6,12,4
46,46,7,8,10,6,2,11,13
47,47,16,10,15,0,13,6,9
48,48,9,0,1,11,10,15,13
