,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,5,4,2,1,18,8
1,1,2,0,9,11,10,7,13
2,2,5,3,0,2,4,1,7
3,3,11,10,4,13,5,6,12
4,4,18,2,0,4,14,15,8
5,5,0,1,2,6,18,19,14
6,6,0,3,12,15,14,9,13
7,7,0,8,19,10,6,7,13
8,8,9,6,3,12,16,17,10
9,9,5,6,0,2,11,20,10
10,10,16,8,0,7,3,5,18
11,11,0,9,1,10,7,3,4
12,12,6,8,3,18,5,15,9
13,13,8,13,19,1,4,7,17
14,14,1,20,8,19,17,13,11
15,15,20,13,12,4,1,17,18
16,16,0,7,16,8,14,6,2
17,17,3,12,18,8,10,16,4
18,18,1,14,18,13,16,4,6
19,19,5,4,10,13,20,12,19
20,20,4,16,5,14,17,9,11
21,21,7,0,4,14,10,18,8
22,22,2,1,20,17,10,16,13
23,23,0,4,2,18,1,11,10
24,24,8,13,14,6,15,17,16
25,25,16,6,7,12,9,4,11
26,26,0,5,3,7,6,12,15
27,27,13,6,15,12,17,10,11
28,28,10,16,12,4,8,15,13
29,29,6,9,1,3,16,2,15
30,30,5,17,20,7,12,10,2
31,31,9,3,4,12,7,20,2
32,32,10,19,20,3,4,8,11
33,33,15,12,1,10,11,4,13
34,34,13,15,19,9,18,14,2
35,35,19,8,7,3,11,16,5
36,36,20,12,1,8,18,11,2
37,37,14,16,9,0,8,3,6
38,38,11,6,2,19,4,15,7
39,39,15,20,2,12,0,16,17
40,40,7,1,16,14,11,13,10
41,41,10,16,9,20,17,7,19
42,42,3,13,4,6,20,18,5
43,43,3,9,16,5,17,4,11
44,44,9,20,6,0,16,14,4
45,45,0,1,7,5,20,3,13
46,46,8,5,18,14,12,7,2
47,47,10,12,4,20,7,6,13
48,48,17,6,11,14,15,7,0
