,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,12,11,4,3,5,0,9
1,1,16,17,10,19,14,8,6
2,2,0,19,13,5,12,2,14
3,3,16,0,13,5,1,4,3
4,4,5,9,17,8,2,4,6
5,5,1,2,16,12,4,7,10
6,6,18,20,3,1,17,4,16
7,7,15,6,5,4,2,8,1
8,8,8,16,6,19,3,14,11
9,9,2,17,3,6,18,4,8
10,10,19,0,18,1,2,3,5
11,11,13,12,19,20,15,14,17
12,12,13,5,3,15,1,9,20
13,13,5,0,4,19,10,9,2
14,14,18,12,3,11,2,8,17
15,15,5,19,16,11,6,15,12
16,16,15,4,13,20,17,6,0
17,17,9,4,1,12,3,17,16
18,18,10,0,16,7,3,12,13
19,19,7,6,12,11,17,9,5
20,20,16,18,0,5,17,19,20
21,21,3,2,9,1,19,8,13
22,22,9,3,13,2,10,19,14
23,23,10,3,7,12,19,15,16
24,24,15,13,4,3,19,14,5
25,25,7,3,12,18,17,4,20
26,26,14,13,0,10,7,2,4
27,27,6,13,10,12,7,2,18
28,28,7,2,14,17,16,19,0
29,29,14,20,17,2,8,1,0
30,30,20,2,6,4,17,3,14
31,31,16,3,6,9,11,5,1
32,32,19,16,11,3,17,14,7
33,33,18,19,16,12,5,4,13
34,34,5,15,19,16,2,11,17
35,35,15,5,6,9,17,12,2
36,36,7,4,10,20,6,18,8
37,37,6,12,0,4,9,10,5
38,38,9,11,6,0,14,7,5
39,39,17,18,7,13,0,19,4
40,40,14,7,20,6,5,17,19
41,41,12,18,11,16,17,5,4
42,42,2,5,13,10,8,17,14
43,43,2,5,12,19,4,6,15
44,44,16,4,7,3,17,2,14
45,45,20,5,1,8,15,0,16
46,46,9,6,10,8,4,0,16
47,47,4,6,19,17,3,7,16
48,48,5,11,9,12,20,18,1
