,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,19,6,4,20,12,10
1,1,3,6,4,10,8,5,17
2,2,15,16,7,0,5,14,19
3,3,2,1,9,11,18,10,13
4,4,0,6,2,7,5,3,4
5,5,0,2,1,4,3,5,8
6,6,4,3,11,7,0,1,8
7,7,19,17,14,16,1,9,2
8,8,8,3,13,0,1,2,6
9,9,5,0,9,3,12,18,11
10,10,19,7,18,12,16,6,17
11,11,5,9,0,8,15,6,10
12,12,18,0,4,7,2,9,15
13,13,0,5,19,2,3,6,16
14,14,19,7,6,13,17,12,9
15,15,6,17,12,15,13,10,9
16,16,4,5,15,0,18,3,14
17,17,0,9,15,17,14,13,7
18,18,15,1,4,16,18,13,5
19,19,8,5,18,9,7,10,13
20,20,4,19,5,6,15,9,16
21,21,6,13,12,17,18,16,4
22,22,15,14,6,20,16,18,5
23,23,5,2,10,11,6,15,16
24,24,11,4,8,7,3,5,10
25,25,7,13,3,5,15,19,16
26,26,17,0,2,12,10,9,4
27,27,11,2,19,10,5,12,3
28,28,19,20,0,16,3,5,10
29,29,16,13,14,12,11,15,18
30,30,13,2,0,3,16,10,4
31,31,5,15,16,14,13,10,8
32,32,2,13,14,12,10,16,17
33,33,11,6,12,18,15,0,9
34,34,3,19,16,6,4,10,20
35,35,14,6,9,1,10,12,7
36,36,6,1,12,11,4,5,17
37,37,0,15,16,11,1,19,18
38,38,11,3,1,8,0,15,2
39,39,8,2,5,11,12,14,18
40,40,0,12,5,10,3,18,9
41,41,20,0,18,1,10,9,3
42,42,15,1,2,7,12,20,8
43,43,11,13,6,19,7,5,8
44,44,1,5,17,15,11,19,14
45,45,4,18,15,13,5,12,20
46,46,19,10,0,9,5,17,13
47,47,9,7,19,3,1,13,5
48,48,0,2,19,11,8,20,9
