,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,1,2,9,15,5,4
1,1,13,1,19,15,18,7,16
2,2,13,17,7,2,8,18,14
3,3,12,13,4,3,16,18,10
4,4,3,7,8,19,12,5,10
5,5,17,10,7,11,3,20,2
6,6,6,9,11,0,1,12,15
7,7,16,12,15,20,4,17,2
8,8,19,20,5,10,15,0,14
9,9,12,11,9,7,20,6,16
10,10,8,16,2,9,11,13,3
11,11,1,11,3,4,14,16,20
12,12,10,19,7,17,20,11,9
13,13,11,4,1,2,8,18,17
14,14,18,7,3,17,14,5,4
15,15,16,17,11,3,10,9,15
16,16,2,5,1,0,20,10,11
17,17,3,4,15,6,8,20,0
18,18,0,6,1,10,4,2,14
19,19,5,14,2,6,3,7,15
20,20,2,16,10,19,18,12,7
21,21,19,4,16,18,1,17,8
22,22,2,4,20,9,8,10,11
23,23,0,8,11,18,4,19,10
24,24,4,2,11,19,7,8,14
25,25,10,14,5,9,17,4,0
26,26,4,13,19,7,15,5,8
27,27,0,16,2,13,19,8,14
28,28,7,8,9,17,18,2,0
29,29,12,2,18,14,6,5,15
30,30,11,6,20,12,19,9,5
31,31,16,19,18,7,1,2,10
32,32,1,5,6,4,11,0,20
33,33,4,12,9,17,20,8,0
34,34,15,2,16,5,11,14,9
35,35,1,17,6,3,16,9,8
36,36,15,4,0,17,13,20,7
37,37,1,12,16,2,7,9,14
38,38,0,19,20,11,13,15,16
39,39,3,15,7,5,12,14,11
40,40,4,18,19,13,10,9,3
41,41,13,2,0,14,5,17,19
42,42,1,6,13,15,12,4,18
43,43,19,18,6,3,7,11,14
44,44,10,12,13,3,2,15,5
45,45,19,14,1,2,16,13,0
46,46,15,17,4,9,7,18,20
47,47,15,6,10,11,16,8,17
48,48,15,2,20,10,5,18,13
