,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,17,12,20,16,18,9,1
1,1,3,17,4,0,9,19,10
2,2,12,18,15,9,14,17,7
3,3,2,13,4,11,1,8,20
4,4,8,0,12,15,9,13,10
5,5,17,15,7,8,12,19,10
6,6,17,9,1,12,11,3,20
7,7,16,4,18,19,2,5,20
8,8,16,10,13,9,17,1,0
9,9,9,20,2,4,13,15,17
10,10,2,11,20,17,3,5,6
11,11,16,9,13,18,4,5,20
12,12,7,5,19,9,4,15,8
13,13,12,19,13,0,10,5,8
14,14,0,11,12,16,9,18,5
15,15,17,8,15,3,19,4,2
16,16,11,19,1,17,20,14,6
17,17,3,5,2,12,19,7,6
18,18,9,7,18,13,4,19,5
19,19,3,13,19,15,17,2,7
20,20,2,19,18,9,12,8,6
21,21,7,0,10,3,8,9,17
22,22,20,7,5,9,14,13,16
23,23,1,9,4,19,2,11,13
24,24,7,19,9,5,4,1,15
25,25,0,12,18,20,9,4,16
26,26,15,19,20,16,7,2,17
27,27,17,1,0,3,20,11,12
28,28,9,16,10,17,11,6,18
29,29,11,17,0,9,15,7,10
30,30,3,11,6,9,0,17,5
31,31,5,1,11,7,0,19,14
32,32,12,19,4,6,8,0,3
33,33,10,13,16,2,3,8,18
34,34,17,3,0,20,13,7,5
35,35,11,17,20,14,9,15,16
36,36,11,8,2,4,7,14,12
37,37,7,14,11,8,1,15,19
38,38,1,11,13,2,17,18,9
39,39,16,9,0,3,10,18,19
40,40,8,16,11,3,0,18,19
41,41,8,13,6,17,19,5,4
42,42,20,7,4,8,18,11,10
43,43,0,15,13,3,10,18,14
44,44,8,17,7,9,0,3,18
45,45,16,1,14,0,15,7,13
46,46,10,19,20,5,0,17,16
47,47,13,18,15,14,7,8,4
48,48,1,12,16,19,14,3,17
