,round,tube,sp_div_H,tot_pop_0,tot_final_pop,tot_auc,mean_fc,deg_score,nut_score
208,9.0,19.0,0.34377956394459236,23.0,184.0,17804.0,6.716661459726605,0.17884911351910626,0.21783052492724175
209,9.0,20.0,0.45679461056116066,49.0,569.0,55461.0,9.06865065100982,0.3007821972254898,0.8375637140864098
210,10.0,0.0,0.7134743748943028,39.0,729.0,11883.0,15.742774421626004,0.31308646668980933,0.9997716963401704
211,10.0,1.0,-0.0,12.0,142.0,11856.0,11.83332347223044,0.10895947947930729,0.13397457754384756
212,10.0,2.0,0.6930171020789195,20.0,496.0,11864.0,25.010075535175677,0.43049927141431066,0.49946669482657113
213,10.0,3.0,-0.0,9.0,153.0,11853.0,16.9999811111321,0.10950170071798537,0.13397457153990955
214,10.0,4.0,0.8976689725424855,45.0,597.0,11889.0,13.258915256361213,0.523048729771568,0.670172025861751
215,10.0,5.0,-0.0,11.0,167.0,11855.0,15.181804380177837,0.11277649142970159,0.1339745789929747
216,10.0,6.0,1.1071822360527581,56.0,659.0,11900.0,12.848864075851877,0.6181323641958767,0.8949571754194365
217,10.0,7.0,-0.0,23.0,195.0,11867.0,16.249972916711805,0.35155086632630483,0.2928931741384755
218,10.0,8.0,0.6913095073117435,19.0,462.0,11863.0,24.461085137681977,0.42691835812800316,0.497561510289132
219,10.0,9.0,1.018713585950142,29.0,658.0,11873.0,28.1179090221507,0.5542630167157248,0.8486482391454845
220,10.0,10.0,0.9991200368972053,40.0,392.0,11884.0,15.884106513475604,0.49877857775133916,0.49999998903715037
221,10.0,11.0,0.6906860615185665,12.0,385.0,11856.0,33.385654820516656,0.39611863094430055,0.48125747329490876
222,10.0,12.0,-0.0,9.0,182.0,11853.0,20.222199753111386,0.11112010118340887,0.1339745852988029
223,10.0,13.0,0.6930642885497255,33.0,466.0,11877.0,14.139697293744408,0.4340449899637445,0.4999059399080189
224,10.0,14.0,-0.0,6.0,174.0,11850.0,28.999951666747226,0.1076798619242515,0.13397459545783108
225,10.0,15.0,0.6876732464794113,15.0,507.0,11859.0,34.18745369425942,0.42456321132694885,0.4954686070982601
226,10.0,16.0,-0.0,4.0,157.0,11848.0,39.249901875245314,0.11167162756972293,0.1339745925456004
227,10.0,17.0,-0.0,3.0,176.0,11847.0,58.66647111176296,0.1041940904453581,0.13397456065933033
228,10.0,18.0,-0.0,8.0,168.0,11852.0,20.999973750032815,0.10654718916141037,0.1339745771348173
229,10.0,19.0,-0.0,9.0,168.0,11853.0,18.666645925948973,0.10634078748069797,0.13397459578770132
230,10.0,20.0,-0.0,17.0,199.0,11702.0,11.705875467132078,0.3302080980848743,0.2928931906700596
231,11.0,0.0,-0.0,6.0,145.0,33830.0,24.16662638895602,0.10735639115199025,0.13397456288600673
232,11.0,1.0,-0.0,8.0,157.0,33832.0,19.624975468780665,0.1096128339180713,0.13397458265783302
233,11.0,2.0,-0.0,12.0,134.0,33836.0,11.166657361118865,0.10721234777049615,0.13397458029202025
234,11.0,3.0,0.6453895518349807,11.0,274.0,33835.0,33.69431464566775,0.29210081031149093,0.4414825273673788
235,11.0,4.0,0.3394889424345316,17.0,150.0,33841.0,10.371414097979518,0.1469783230025209,0.1872491148936507
236,11.0,5.0,-0.0,13.0,139.0,33837.0,10.692299467461948,0.11336399080038806,0.1339745723490401
237,11.0,6.0,-0.0,15.0,139.0,33839.0,9.266660488893008,0.11031615171637421,0.1339745756121553
238,11.0,7.0,-0.0,4.0,157.0,33828.0,39.249901875245314,0.10837761203728047,0.13397457082783515
239,11.0,8.0,-0.0,7.0,156.0,33831.0,22.285682449025074,0.1078489478439818,0.13397456073546576
240,11.0,9.0,-0.0,15.0,153.0,33839.0,10.199993200004533,0.11167552192265318,0.1339745948597204
241,11.0,10.0,0.6930656935117747,24.0,470.0,33848.0,19.69928407111785,0.4348009121148726,0.49999989777379583
242,11.0,11.0,0.09908910135203658,21.0,148.0,33845.0,6.208328113430328,0.16941814915698894,0.1970956172196684
243,11.0,12.0,-0.0,8.0,135.0,33832.0,16.874978906276368,0.10756742382763484,0.133974566525351
