,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,17,7,5,4,18,11,3
1,1,12,1,5,4,13,14,18
2,2,13,0,15,2,17,16,6
3,3,7,6,17,9,11,12,5
4,4,18,10,14,5,11,1,17
5,5,0,5,11,9,4,20,7
6,6,12,6,11,3,19,1,2
7,7,5,8,2,18,20,9,4
8,8,8,11,12,0,14,13,16
9,9,1,10,15,19,9,16,12
10,10,5,15,10,14,8,0,11
11,11,15,9,16,8,2,13,10
12,12,7,8,9,0,16,15,17
13,13,10,8,6,16,17,15,9
14,14,20,19,8,18,10,5,12
15,15,1,8,4,3,17,0,7
16,16,5,11,16,13,6,19,10
17,17,0,9,8,17,20,7,13
18,18,13,19,14,8,2,3,12
19,19,7,20,14,11,10,12,16
20,20,5,11,3,20,0,6,19
21,21,20,4,9,11,19,6,18
22,22,15,4,10,2,6,14,0
23,23,10,19,14,11,6,18,15
24,24,14,2,9,15,17,10,12
25,25,18,11,4,6,12,3,8
26,26,7,15,13,9,0,1,3
27,27,15,18,0,16,6,11,7
28,28,3,7,12,1,0,5,19
29,29,2,0,12,13,14,9,18
30,30,2,15,16,11,6,18,0
31,31,18,17,19,20,16,5,12
32,32,4,10,9,8,14,19,20
33,33,18,5,1,4,16,14,0
34,34,17,9,19,2,16,5,10
35,35,7,6,12,3,10,0,13
36,36,18,1,11,13,4,17,7
37,37,2,0,12,17,4,1,5
38,38,16,17,2,3,0,9,12
39,39,12,1,7,5,9,18,6
40,40,18,8,19,4,16,15,6
41,41,10,0,18,6,1,15,12
42,42,13,16,8,9,2,19,6
43,43,10,2,7,13,8,14,17
44,44,4,0,2,14,7,20,12
45,45,18,6,7,2,11,5,17
46,46,17,1,2,8,10,15,7
47,47,18,1,19,20,10,3,8
48,48,5,1,19,9,14,3,15
