,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,7.0,5.0,133.0,-0.0,7932.0,26.5999468001064
1,0.0,1.0,7.0,5.0,131.0,-0.0,7658.0,26.199947600104803
2,0.0,2.0,7.0,5.0,114.0,-0.0,6381.0,22.799954400091202
