,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,8,20,12,10,11,19,3
1,1,19,8,11,17,4,1,15
2,2,7,0,2,12,1,19,17
3,3,12,6,5,18,4,16,14
4,4,0,3,10,11,15,20,6
5,5,17,4,7,14,13,20,1
6,6,3,19,12,15,4,20,11
7,7,14,3,6,19,8,10,2
8,8,5,20,14,12,10,17,9
9,9,9,18,2,13,4,15,12
10,10,0,6,11,4,1,3,12
11,11,1,5,17,2,13,18,8
12,12,14,16,18,17,9,0,7
13,13,13,15,17,7,6,20,0
14,14,11,12,5,10,1,8,19
15,15,13,0,5,16,2,1,17
16,16,16,0,3,6,15,17,8
17,17,12,18,11,7,5,2,15
18,18,8,0,15,5,10,6,19
19,19,12,1,7,20,14,15,10
20,20,12,4,10,14,16,20,2
21,21,5,9,17,15,1,19,7
22,22,17,7,2,18,8,20,11
23,23,14,13,1,11,5,18,9
24,24,5,14,16,1,2,8,18
25,25,20,7,9,3,19,4,17
26,26,14,18,1,12,20,15,10
27,27,10,3,2,12,8,0,16
28,28,3,1,15,6,20,18,8
29,29,9,0,3,5,6,4,7
30,30,2,6,13,4,12,16,7
31,31,4,8,7,14,15,17,2
32,32,17,20,6,15,14,0,9
33,33,6,7,12,14,8,19,0
34,34,7,8,0,3,17,12,19
35,35,11,14,16,19,2,9,8
36,36,16,5,13,1,15,0,8
37,37,13,3,2,7,19,0,5
38,38,9,11,12,3,17,19,13
39,39,14,6,5,1,2,13,15
40,40,6,15,12,16,3,9,13
41,41,1,5,4,16,7,6,8
42,42,18,20,19,15,16,5,2
43,43,20,6,18,19,17,11,4
44,44,16,14,11,3,1,10,8
45,45,14,13,15,1,12,20,10
46,46,7,18,5,8,0,20,4
47,47,1,11,5,0,9,3,10
48,48,6,18,14,0,2,13,19
