,round,tube0,tube1,tube2
0,0,7,2,4
1,1,1,3,0
2,2,2,3,4
3,3,5,3,9
4,4,7,4,6
5,5,0,8,2
6,6,1,9,3
7,7,7,2,8
8,8,4,3,8
9,9,5,7,4
10,10,1,0,6
11,11,4,8,9
12,12,8,9,4
13,13,1,3,0
14,14,5,2,6
15,15,0,9,8
16,16,6,3,1
17,17,8,2,0
18,18,3,8,2
19,19,9,2,1
20,20,9,1,4
21,21,0,1,5
22,22,0,4,1
23,23,1,3,5
