,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,3,0,1,18,17,8,11
1,1,4,19,17,13,18,7,15
2,2,6,1,9,4,3,8,16
3,3,2,0,11,13,10,17,9
4,4,20,1,17,18,3,5,4
5,5,8,4,18,20,1,6,2
6,6,9,13,5,16,19,0,18
7,7,10,8,4,0,6,2,3
8,8,11,17,14,18,7,20,4
9,9,18,6,13,14,10,3,7
10,10,10,8,3,11,0,6,1
11,11,2,4,16,6,10,1,7
12,12,8,7,17,19,6,11,0
13,13,19,16,3,18,10,5,6
14,14,4,8,17,7,2,13,14
15,15,3,15,8,2,16,10,18
16,16,13,11,2,9,18,16,7
17,17,14,15,0,13,8,1,3
18,18,12,7,1,15,14,13,10
19,19,10,15,20,3,2,14,5
20,20,6,16,17,11,2,15,12
21,21,20,18,16,3,19,8,13
22,22,17,8,5,15,18,2,6
23,23,6,4,8,20,17,12,19
24,24,0,12,14,6,11,7,4
25,25,12,15,8,17,0,19,14
26,26,10,4,20,1,12,11,5
27,27,16,15,8,1,13,5,3
28,28,7,18,4,6,15,16,5
29,29,12,11,5,0,20,17,1
30,30,0,13,2,3,4,14,9
31,31,9,15,18,8,14,16,1
32,32,4,19,8,16,10,1,14
33,33,7,3,8,17,20,15,12
34,34,11,6,3,20,12,19,14
35,35,15,11,9,20,1,3,19
36,36,13,1,7,20,2,6,3
37,37,1,5,17,15,18,19,8
38,38,5,1,14,2,13,16,12
39,39,5,1,10,2,20,16,8
40,40,1,12,19,3,9,17,14
41,41,3,1,19,10,17,14,7
42,42,2,6,7,19,20,17,14
43,43,19,16,15,9,10,6,7
44,44,17,16,13,2,4,19,8
45,45,12,16,20,1,15,2,8
46,46,11,6,3,17,13,1,18
47,47,14,3,19,15,7,6,5
48,48,8,10,18,1,5,15,0
